,County,Population,Household Income,Per Capita Income,Poverty Count,Poverty Rate,Employable Count,Unemployment Count,Unemployment Rate
21,Alger,9149.0,411639.0,239295.0,1107.0,12.099683025467264,3377.0,270.0,7.9952620669233045
22,Allamakee,14218.0,349181.0,206480.0,1604.0,11.281474187649458,7373.0,352.0,4.7741760477417605
23,Allegan,100018.0,781052.0,351337.0,10682.0,10.680077586034514,48285.0,2418.0,5.007766387076732
24,Allegany,121890.0,-664904893.0,897775.0,18795.0,15.419640659611124,55208.0,4924.0,8.91899724677583
25,Alleghany,17499.0,355211.0,194074.0,3677.0,21.012629293102464,7479.0,482.0,6.444711859874315
26,Allegheny,1218281.0,-2661250139.0,-1330116812.0,152075.0,12.482752337104493,654519.0,42158.0,6.441065881968285
27,Allen,518817.0,-2664073299.0,1334400.0,78543.0,15.138863992506028,258331.0,18593.0,7.1973553309513765
28,Allendale,9614.0,-666567486.0,63097.0,2519.0,26.20137299771167,3379.0,597.0,17.667949097366083
29,Alpena,29065.0,205967.0,110081.0,4701.0,16.174092551178394,13364.0,1067.0,7.984136486082011
30,Alpine,1143.0,-666605666.0,41981.0,216.0,18.89763779527559,455.0,55.0,12.087912087912088
31,Amador,37043.0,-1332818843.0,320406.0,3723.0,10.05048187241854,14567.0,1677.0,11.512322372485755
32,Amelia,12261.0,106382.0,44019.0,1514.0,12.348095587635592,5818.0,252.0,4.331385355792369
33,Amherst,31561.0,-666514623.0,78817.0,4544.0,14.397515921548747,15097.0,845.0,5.59713850433861
34,Amite,11935.0,114089.0,69624.0,3245.0,27.1889400921659,4656.0,392.0,8.419243986254296
35,Anchorage Municipality,299931.0,-2665322788.0,-1332494687.0,23660.0,7.888481017300646,163843.0,9863.0,6.01978723534115
36,Anderson,331124.0,-665290944.0,709631.0,52015.0,15.708616711564249,148092.0,11036.0,7.452124355130595
37,Andrew,36815.0,513395.0,231709.0,3429.0,9.314138258861878,17673.0,847.0,4.792621513042494
38,Andrews,17215.0,70121.0,29240.0,1821.0,10.577984316003485,8319.0,432.0,5.192931842769563
39,Androscoggin,107376.0,-665900124.0,371398.0,15370.0,14.314185665325585,56945.0,3310.0,5.812626218280797
40,Angelina,88059.0,262552.0,120750.0,16791.0,19.06789765952373,38724.0,3231.0,8.343662844747444
41,Anne Arundel,573644.0,-663128930.0,-664832341.0,40437.0,7.049145463039794,312506.0,18319.0,5.861967450224956
42,Anoka,322828.0,900389.0,384697.0,24337.0,7.538689333019441,183480.0,9045.0,4.929692609548725
43,Anson,25970.0,246709.0,123466.0,5470.0,21.062764728532922,11904.0,1703.0,14.30611559139785
44,Antelope,5380.0,339435.0,194261.0,689.0,12.806691449814126,2694.0,50.0,1.8559762435040832
45,Antrim,20675.0,442472.0,247190.0,2786.0,13.47521160822249,9254.0,667.0,7.207693970175059
46,Apache,73939.0,-665775256.0,-666234944.0,26669.0,36.06892167868107,22224.0,3563.0,16.03221742260619
47,Appanoose,12894.0,426628.0,209503.0,2083.0,16.15480068248798,6214.0,392.0,6.308336015448986
48,Appling,20171.0,110506.0,55297.0,4193.0,20.787268851321205,8355.0,774.0,9.26391382405745
49,Appomattox,15169.0,155590.0,68175.0,3051.0,20.113389148922145,6701.0,319.0,4.760483509923892
50,Aransas,21870.0,86211.0,50017.0,3315.0,15.157750342935529,9435.0,647.0,6.8574456809750926
51,Arapahoe,561612.0,1210144.0,619253.0,57238.0,10.191733794861934,308994.0,18819.0,6.090409522515
52,Archer,5999.0,263689.0,134893.0,653.0,10.885147524587431,2981.0,95.0,3.186850050318685
53,Archuleta,12081.0,-666581072.0,74196.0,1362.0,11.273901167121927,6094.0,394.0,6.465375779455202
54,Arenac,13881.0,227572.0,123480.0,2713.0,19.54470139038974,5833.0,609.0,10.440596605520316
55,Arkansas,19151.0,-1332941650.0,256054.0,3633.0,18.970288757767218,9105.0,817.0,8.973091707852829
56,Arlington,226574.0,-665525303.0,-666019526.0,19528.0,8.618817693115714,147632.0,5005.0,3.390186409450526
57,Armstrong,65790.0,1331267.0,661887.0,8298.0,12.612859097127224,31095.0,2212.0,7.113683872005145
58,Aroostook,69112.0,-665172256.0,-665825300.0,11912.0,17.23579117953467,32598.0,2034.0,6.239646604086141
59,Arthur,392.0,39688.0,20620.0,35.0,8.928571428571429,170.0,7.0,4.117647058823529
60,Ascension,117156.0,455591.0,191065.0,13320.0,11.369456109802314,60388.0,3555.0,5.88693117837981
61,Ashe,28519.0,-1332958193.0,-1333119538.0,5713.0,20.03225919562397,13339.0,1026.0,7.691731014318915
62,Ashland,69810.0,827297.0,414938.0,9535.0,13.658501647328462,34555.0,1992.0,5.764722905512951
63,Ashley,21557.0,216346.0,114573.0,4380.0,20.31822609825115,9096.0,907.0,9.97141600703606
64,Ashtabula,99643.0,651067.0,293164.0,18794.0,18.861334965828007,44068.0,3566.0,8.09203957520196
65,Asotin,22138.0,163487.0,81373.0,3165.0,14.296684434004879,10457.0,866.0,8.281533900736349
66,Assumption,20748.0,-666429872.0,154562.0,3594.0,17.32215153267785,8940.0,547.0,6.118568232662192
67,Atascosa,41790.0,443535.0,238173.0,6242.0,14.936587700406795,18827.0,1050.0,5.577096722791735
68,Atchison,21314.0,-666259966.0,259138.0,3382.0,15.867504926339496,10567.0,656.0,6.208006056591275
69,Athens,70661.0,611936.0,324626.0,17793.0,25.180792799422594,32462.0,2939.0,9.0536627441316
70,Atkinson,9650.0,99380.0,58620.0,2466.0,25.55440414507772,4364.0,233.0,5.339138405132905
71,Atlantic,273588.0,-2665264447.0,808151.0,40906.0,14.951679167214936,144780.0,16885.0,11.662522447851913
72,Atoka,12516.0,187904.0,95523.0,2444.0,19.5270054330457,4416.0,410.0,9.284420289855072
73,Attala,19726.0,134357.0,70035.0,5105.0,25.8795498327081,7612.0,851.0,11.179716237519706
74,Audrain,23735.0,377330.0,168505.0,3572.0,15.049504950495049,10611.0,854.0,8.048251814155122
75,Audubon,5586.0,-666481333.0,141337.0,640.0,11.457214464733262,2907.0,79.0,2.717578259373925
76,Auglaize,55908.0,643504.0,277353.0,4861.0,8.694641196250984,29389.0,1387.0,4.719452856510939
77,Augusta,48704.0,-665688643.0,482435.0,4639.0,9.524885019710906,23631.0,1098.0,4.646438999619145
78,Aurora,2648.0,159852.0,86221.0,147.0,5.551359516616314,1366.0,11.0,0.8052708638360175
79,Austin,31533.0,-666249297.0,231444.0,4579.0,14.521295151111534,15010.0,861.0,5.736175882744837
80,Autauga,53708.0,278603.0,156364.0,7256.0,13.510091606464586,24993.0,1483.0,5.933661425199055
81,Avery,18928.0,-1333161026.0,130660.0,3023.0,15.971048182586644,8467.0,705.0,8.326443840793669
82,Avoyelles,41206.0,-666269636.0,295880.0,8616.0,20.909576275299713,16429.0,1374.0,8.363260088867246
83,Baca,3713.0,227081.0,122160.0,634.0,17.075141395098303,1759.0,65.0,3.695281409891984
84,Bacon,9962.0,37181.0,18697.0,1724.0,17.305761895201766,4209.0,220.0,5.226894749346638
85,Bailey,7452.0,138098.0,47054.0,1397.0,18.746645195920557,3385.0,69.0,2.0384047267355982
86,Baker,82197.0,980314.0,535360.0,12347.0,15.021229485261019,35347.0,2782.0,7.870540639941155
87,Baldwin,243846.0,-2665729040.0,722117.0,37750.0,15.481082322449415,111877.0,7437.0,6.6474789277510125
88,Ballard,6210.0,-1333201908.0,100512.0,988.0,15.909822866344605,2601.0,140.0,5.3825451749327184
89,Baltimore,797835.0,-4663608403.0,-665030298.0,74673.0,9.35945402244825,426276.0,26302.0,6.1701808218149745
90,Baltimore (city),630714.0,993322.0,600645.0,130552.0,20.69908072438538,319754.0,34066.0,10.653815120373787
91,Bamberg,14418.0,123875.0,70038.0,3844.0,26.661118046885836,5748.0,569.0,9.8990953375087
92,Bandera,20676.0,305584.0,167379.0,3382.0,16.357129038498744,8967.0,371.0,4.137392661982826
93,Banks,12877.0,127116.0,55558.0,2438.0,18.932981284460666,5535.0,268.0,4.841915085817525
94,Banner,505.0,49896.0,32890.0,35.0,6.930693069306931,297.0,12.0,4.040404040404041
95,Bannock,86197.0,-1332936373.0,231150.0,15523.0,18.008747404202,40633.0,3013.0,7.415155169443556
96,Baraga,8167.0,220169.0,107299.0,870.0,10.65262642341129,2379.0,165.0,6.935687263556116
97,Barber,4902.0,418272.0,218883.0,656.0,13.382292941656466,2395.0,77.0,3.2150313152400836
98,Barbour,41510.0,-666348843.0,175700.0,9518.0,22.92941459889183,16351.0,1794.0,10.971806005748883
99,Barnes,11130.0,-666115211.0,333977.0,1023.0,9.191374663072777,5994.0,165.0,2.7527527527527527
100,Barnstable,217084.0,-2663520549.0,2022727.0,17483.0,8.053564518803782,111899.0,7005.0,6.260109563088142
101,Barnwell,22698.0,133523.0,72019.0,5689.0,25.063882280377126,9640.0,1041.0,10.798755186721992
102,Barren,40545.0,277188.0,116736.0,8126.0,20.041928721174003,18990.0,1416.0,7.4565560821484995
103,Barron,45052.0,-666097615.0,321757.0,5416.0,12.021663855100773,23249.0,1254.0,5.393780377650652
104,Barrow,78982.0,232846.0,91980.0,10621.0,13.44736775467828,38485.0,3299.0,8.57217097570482
105,Barry,87138.0,855332.0,429575.0,13350.0,15.32052606210838,40881.0,2839.0,6.9445463662826254
106,Bartholomew,80414.0,449755.0,199452.0,9792.0,12.176984107245007,41912.0,2282.0,5.444741362855507
107,Barton,39184.0,500030.0,284529.0,6939.0,17.708758677011026,19437.0,1104.0,5.6798888717394656
108,Bartow,101996.0,430851.0,200624.0,13863.0,13.59170947880309,48817.0,3631.0,7.437982669971526
109,Bastrop,78634.0,509936.0,221395.0,10831.0,13.773940025942977,35663.0,2686.0,7.531615399713989
110,Bates,18032.0,452790.0,229103.0,2747.0,15.234028393966282,8344.0,470.0,5.632790028763183
111,Bath,17617.0,-666357290.0,219239.0,3350.0,19.015723448941362,7804.0,703.0,9.008200922603793
112,Baxter,40266.0,336956.0,204593.0,5544.0,13.768439874832366,16146.0,1028.0,6.3669020190759325
113,Bay,282751.0,-665623586.0,-666119683.0,43682.0,15.44892856258687,135361.0,10550.0,7.793973153271621
114,Bayfield,12533.0,449280.0,281782.0,1583.0,12.63065507061358,6154.0,460.0,7.474813129671758
115,Baylor,3692.0,34437.0,30357.0,474.0,12.838569880823401,1484.0,20.0,1.3477088948787062
116,Beadle,17975.0,410912.0,200908.0,3696.0,20.561891515994436,9182.0,258.0,2.8098453495970377
117,Bear Lake,5738.0,-666276006.0,169288.0,811.0,14.133844545137679,2524.0,82.0,3.248811410459588
118,Beaufort,205553.0,-1332330644.0,644977.0,28663.0,13.944335524171382,94017.0,7105.0,7.557143920780285
119,Beauregard,39203.0,321149.0,150720.0,7232.0,18.447567788179477,16403.0,1122.0,6.8402121563128695
120,Beaver,173253.0,1502428.0,757887.0,18719.0,10.804430514911719,88444.0,5192.0,5.870381258197277
121,Beaverhead,9285.0,-666351173.0,263806.0,1487.0,16.015078082929456,4910.0,338.0,6.883910386965376
122,Becker,31968.0,-1332818771.0,-666417946.0,3944.0,12.337337337337337,16248.0,593.0,3.649679960610537
123,Beckham,23619.0,181398.0,98074.0,3115.0,13.188534654303739,10005.0,334.0,3.3383308345827087
124,Bedford,153026.0,-664748690.0,955205.0,18923.0,12.365872466116869,74004.0,4127.0,5.576725582400951
125,Bedford (city),19632.0,47586.0,24782.0,2425.0,12.352281988590057,9513.0,392.0,4.120676968359088
126,Bee,31857.0,532241.0,250839.0,5050.0,15.85208902282073,10659.0,656.0,6.154423491884792
127,Belknap,65177.0,981472.0,465323.0,6357.0,9.753440630897403,35020.0,1774.0,5.065676756139349
128,Bell,372032.0,-1998910315.0,527351.0,58625.0,15.758053070703596,152829.0,13728.0,8.982588383094832
129,Belmont,67848.0,-2665744005.0,-1332875823.0,9509.0,14.015151515151516,31730.0,2508.0,7.904191616766467
130,Beltrami,45948.0,-666145978.0,272532.0,8009.0,17.43057369199965,23411.0,2273.0,9.709111101618896
131,Ben Hill,24093.0,59284.0,44299.0,7586.0,31.486323828497905,8725.0,722.0,8.275071633237822
132,Benewah,9591.0,-666476820.0,105330.0,1569.0,16.359086643728496,4277.0,431.0,10.077156885667524
133,Bennett,3257.0,147352.0,52376.0,1177.0,36.13754989253915,1310.0,227.0,17.328244274809162
134,Bennington,36332.0,961681.0,557882.0,4658.0,12.820653968952989,18694.0,1015.0,5.429549588103135
135,Benson,6601.0,552472.0,338805.0,2166.0,32.813210119678835,2553.0,139.0,5.444575009792401
136,Bent,5652.0,-666538101.0,-666612170.0,931.0,16.472045293701346,1380.0,114.0,8.26086956521739
137,Benton,609891.0,-1329510211.0,1884430.0,84565.0,13.865592376342658,296277.0,16237.0,5.480344407429534
138,Benzie,16007.0,325181.0,170101.0,1919.0,11.98850502904979,7510.0,618.0,8.229027962716378
139,Bergen,930310.0,-660004190.0,-663531445.0,69119.0,7.429673979641195,494631.0,28810.0,5.824543952966959
140,Berkeley,294912.0,1213040.0,594087.0,39107.0,13.260565863715279,146320.0,12485.0,8.532668124658283
141,Berks,412885.0,-1997160458.0,-665274498.0,57384.0,13.898300979691681,216404.0,17709.0,8.183305299347516
142,Berkshire,128563.0,-664653463.0,1211339.0,15136.0,11.773216244176007,68965.0,5643.0,8.18241136808526
143,Bernalillo,671656.0,-665511969.0,635267.0,123974.0,18.457960622699716,333767.0,24281.0,7.274835439093739
144,Berrien,187116.0,-2665533740.0,729193.0,33117.0,17.69864682870519,89117.0,7203.0,8.08263294320949
145,Bertie,21017.0,250866.0,151176.0,4002.0,19.04172812485131,8662.0,1195.0,13.795890094666358
146,Bethel Census Area,17871.0,-665661336.0,351185.0,4613.0,25.81276929103016,7471.0,1440.0,19.274528175612367
147,Bexar,1864203.0,-1329353116.0,1835812.0,314201.0,16.854441281341142,911589.0,61857.0,6.78562378440284
148,Bibb,196765.0,-1999320777.0,-1332992469.0,46934.0,23.852819353035347,85713.0,8853.0,10.328654929823948
149,Bienville,14525.0,265035.0,163555.0,3560.0,24.50946643717728,5953.0,643.0,10.801276667226608
150,Big Horn,23968.0,-1999011192.0,466267.0,4660.0,19.442590120160215,10787.0,1089.0,10.095485306387317
151,Big Stone,5343.0,-666363961.0,171648.0,583.0,10.911472955268575,2676.0,68.0,2.5411061285500747
152,Billings,448.0,123751.0,83852.0,64.0,14.285714285714286,310.0,14.0,4.516129032258065
153,Bingham,43674.0,422720.0,176808.0,5475.0,12.536062645967853,19713.0,1182.0,5.996043220210014
154,Black Hawk,131865.0,557276.0,268677.0,19639.0,14.89326204830698,71780.0,4504.0,6.2747283365840065
155,Blackford,12440.0,78466.0,44728.0,1410.0,11.334405144694534,5918.0,471.0,7.958769854680635
156,Bladen,30794.0,267701.0,159179.0,8114.0,26.34928882249789,12490.0,1247.0,9.9839871897518
157,Blaine,38235.0,-1332326805.0,-666082006.0,5951.0,15.564273571335164,19049.0,969.0,5.086881201112919
158,Blair,128215.0,-666069900.0,314878.0,18329.0,14.295519245018134,61669.0,3576.0,5.79869950866724
159,Blanco,10390.0,-666487121.0,125629.0,1047.0,10.076997112608277,4789.0,295.0,6.159949885153477
160,Bland,6490.0,199642.0,96763.0,593.0,9.137134052388289,2682.0,147.0,5.480984340044743
161,Bleckley,13747.0,37191.0,19400.0,2814.0,20.469920709973085,4973.0,395.0,7.9428916147194855
162,Bledsoe,11170.0,36707.0,17871.0,2406.0,21.539838854073412,4357.0,489.0,11.223318797337617
163,Blount,160131.0,-665957297.0,382650.0,23056.0,14.398211464363552,74242.0,4758.0,6.408771315427925
164,Blue Earth,65429.0,686777.0,324567.0,11347.0,17.342462822295925,38386.0,1863.0,4.853331943937894
165,Boise,60538.0,-1333120976.0,178868.0,5371.0,8.872113383329479,28192.0,1169.0,4.146566401816118
166,Bolivar,34721.0,-666280457.0,239938.0,12291.0,35.39932605627718,14139.0,1989.0,14.06747294716741
167,Bollinger,11065.0,-666388464.0,-666523868.0,2732.0,24.690465431540893,4384.0,219.0,4.99543795620438
168,Bon Homme,7173.0,252730.0,128624.0,561.0,7.820995399414471,3054.0,25.0,0.8185985592665357
169,Bond,18046.0,331720.0,157016.0,2448.0,13.565333037792309,8352.0,501.0,5.998563218390805
170,Bonner,39146.0,697780.0,360082.0,5530.0,14.12660297348388,16642.0,914.0,5.492128349957937
171,Bonneville,108775.0,413229.0,192901.0,13684.0,12.58009652953344,50056.0,2362.0,4.718715039156145
172,Boone,509918.0,-3329819346.0,1752786.0,67176.0,13.173882859597033,266730.0,14188.0,5.319236681288194
173,Borden,254.0,77083.0,43806.0,0.0,0.0,115.0,3.0,2.608695652173913
174,Bosque,18273.0,346937.0,195858.0,2619.0,14.332621901165654,7845.0,507.0,6.462715105162524
175,Bossier,121915.0,403440.0,204310.0,18502.0,15.176147315752779,57525.0,3301.0,5.738374619730552
176,Botetourt,55786.0,-666195175.0,244384.0,4249.0,7.616606316997096,28910.0,1376.0,4.75959875475614
177,Bottineau,6781.0,536012.0,324609.0,547.0,8.066656835275033,3496.0,97.0,2.774599542334096
178,Boulder,325803.0,-1332076738.0,-665969589.0,41066.0,12.604549374929022,186045.0,10304.0,5.538444999865624
179,Boundary,11141.0,-666549411.0,-666601425.0,1813.0,16.2732250246836,4034.0,157.0,3.8919186911254338
180,Bourbon,33687.0,457300.0,215267.0,5722.0,16.985780865022114,16055.0,864.0,5.381501090003114
181,Bowie,93094.0,439747.0,218135.0,17166.0,18.439426815906504,39359.0,3199.0,8.12774714804746
182,Bowman,3542.0,204340.0,111569.0,268.0,7.566346696781479,1885.0,39.0,2.0689655172413794
183,Box Butte,11628.0,109351.0,53351.0,1585.0,13.630890952872377,6114.0,256.0,4.187111547268564
184,Box Elder,51417.0,1039610.0,443169.0,5238.0,10.187292140731664,23067.0,1390.0,6.025924480860104
185,Boyd,54648.0,410693.0,238527.0,9493.0,17.371175523349436,22770.0,1849.0,8.120333772507685
186,Boyle,30405.0,162501.0,87734.0,4581.0,15.06660088801184,13462.0,845.0,6.276927648194919
187,Bracken,9256.0,156240.0,95039.0,1876.0,20.267934312878133,4082.0,354.0,8.672219500244978
188,Bradford,84057.0,1273467.0,616433.0,11747.0,13.975040746160344,37081.0,2511.0,6.771662037161889
189,Bradley,112945.0,-666330633.0,204175.0,21600.0,19.12435256098101,53554.0,5059.0,9.446539940994137
190,Branch,44139.0,274903.0,123437.0,7283.0,16.500147262058498,19921.0,1051.0,5.275839566286833
191,Brantley,16294.0,148515.0,68292.0,3190.0,19.577758684178225,6416.0,593.0,9.242518703241895
192,Braxton,13062.0,-666315413.0,204639.0,2554.0,19.55290154647068,5652.0,851.0,15.056617126680822
193,Brazoria,356050.0,1002366.0,437934.0,36997.0,10.390956326358657,174474.0,9103.0,5.2173962882721785
194,Brazos,209565.0,344454.0,170367.0,52573.0,25.086727268389282,107203.0,6183.0,5.767562474930739
195,Breathitt,12731.0,-1333227086.0,57706.0,4100.0,32.204854292671435,4424.0,536.0,12.115732368896927
196,Breckinridge,18582.0,517282.0,238169.0,3019.0,16.246905607577226,8112.0,798.0,9.837278106508876
197,Bremer,25422.0,454359.0,212589.0,1699.0,6.6831877901030605,13753.0,442.0,3.2138442521631645
198,Brevard,561397.0,1384642.0,781296.0,77384.0,13.784184810392645,258172.0,23927.0,9.267852439458965
199,Brewster,9188.0,-666512316.0,245295.0,1023.0,11.134087940792337,4654.0,328.0,7.047700902449506
200,Briscoe,1723.0,84594.0,46292.0,235.0,13.639001741149158,819.0,47.0,5.738705738705739
201,Bristol,604335.0,-1330635550.0,1301147.0,70584.0,11.679614783191441,323700.0,25430.0,7.85603954278653
202,Bristol (city),28788.0,77635.0,47629.0,4653.0,16.162984576907046,13235.0,1008.0,7.616169248205516
203,Bristol Bay,999.0,202813.0,117090.0,69.0,6.906906906906907,594.0,33.0,5.555555555555555
204,Broadwater,4871.0,133629.0,77683.0,471.0,9.669472387600083,2286.0,147.0,6.430446194225722
205,Bronx,1438753.0,1013608.0,520912.0,430568.0,29.92647104819243,663970.0,84117.0,12.66879527689504
206,Brooke,19469.0,283124.0,124641.0,2217.0,11.387333710000513,8939.0,396.0,4.430025729947421
207,Brookings,33110.0,-666311160.0,186124.0,4879.0,14.735729386892178,19431.0,692.0,3.5613195409397354
208,Brooks,19765.0,203813.0,121715.0,5728.0,28.980521123197573,8340.0,1529.0,18.333333333333332
209,Broome,201853.0,-1332241336.0,551231.0,32882.0,16.29007247848682,97838.0,7207.0,7.3662585089637975
210,Broomfield,19654.0,112949.0,52551.0,659.0,3.353007021471456,10053.0,443.0,4.406644782651945
211,Broward,1878061.0,3306001.0,1770353.0,270068.0,14.38015059148771,1003755.0,87783.0,8.745460794715841
212,Brown,433860.0,-1996441401.0,1734153.0,52566.0,12.11588991840686,226786.0,11131.0,4.908151296817264
213,Brule,5102.0,152757.0,72079.0,535.0,10.486083888671109,2679.0,95.0,3.5460992907801416
214,Brunswick,135576.0,1014085.0,583468.0,20994.0,15.485041600283235,58561.0,5481.0,9.359471320503406
215,Bryan,83694.0,-666052095.0,368280.0,12670.0,15.138480655722034,38290.0,3208.0,8.378166623139201
216,Buchanan,113103.0,-1331887249.0,777455.0,20690.0,18.293060307860976,54290.0,3531.0,6.503960213667342
217,Buckingham,12763.0,151420.0,81419.0,1965.0,15.396066755465016,5100.0,474.0,9.294117647058824
218,Bucks,614949.0,-1996591248.0,-664939575.0,35699.0,5.805196853722829,338691.0,20994.0,6.198570378309433
219,Buena Vista,20664.0,414884.0,232113.0,2588.0,12.524196670538133,11393.0,506.0,4.441323619766523
220,Buena Vista (city),8470.0,30778.0,19696.0,1935.0,22.84533648170012,4031.0,219.0,5.432895063259737
221,Buffalo,65229.0,-1332451754.0,494871.0,8599.0,13.182786797283416,36983.0,1318.0,3.5637995835924614
222,Bullitt,61065.0,-666437671.0,99253.0,6347.0,10.393842626709244,32120.0,1959.0,6.0990037359900375
223,Bulloch,68760.0,-666463323.0,106606.0,20456.0,29.749854566608494,33574.0,3218.0,9.584797760171561
224,Bullock,10725.0,101834.0,59733.0,2901.0,27.04895104895105,5007.0,679.0,13.561014579588576
225,Buncombe,252398.0,793678.0,449825.0,35789.0,14.179589378679704,128128.0,7628.0,5.953421578421579
226,Bureau,33529.0,-1332179003.0,-666063098.0,4415.0,13.167705568313997,17265.0,1192.0,6.904141326382855
227,Burke,103817.0,-1332488284.0,491501.0,22038.0,21.227737268462775,47248.0,4465.0,9.450135455469015
228,Burleigh,90004.0,-666046463.0,-666326353.0,6706.0,7.450779965334874,51490.0,1107.0,2.149932025636046
229,Burleson,17342.0,139480.0,65016.0,2310.0,13.320262945450352,7914.0,479.0,6.052565074551428
230,Burlington,445204.0,-1330661352.0,1213691.0,28183.0,6.330356420876722,238526.0,18734.0,7.854070415803728
231,Burnet,37300.0,-666502361.0,111328.0,4946.0,13.26005361930295,16760.0,800.0,4.77326968973747
232,Burnett,13666.0,207717.0,117910.0,2261.0,16.544709498024293,6154.0,393.0,6.386090347741306
233,Burt,6594.0,226690.0,123283.0,728.0,11.040339702760084,3025.0,86.0,2.84297520661157
234,Butler,720463.0,-1994888437.0,-1330886101.0,89224.0,12.384258456020643,363886.0,21724.0,5.970001593905784
235,Butte,237737.0,-1998996561.0,581483.0,48047.0,20.210148188965118,108481.0,11088.0,10.221144716586315
236,Butts,26909.0,119820.0,56190.0,4796.0,17.823033185922924,10786.0,987.0,9.150750973484145
237,Cabarrus,195548.0,401122.0,187289.0,24567.0,12.563155849203264,101667.0,8295.0,8.158989642656909
238,Cabell,110747.0,454799.0,253869.0,22218.0,20.06194298716895,49436.0,3551.0,7.183024516546646
239,Cache,118824.0,-665682746.0,-666304701.0,17367.0,14.615734195112099,58220.0,2628.0,4.51391274476125
240,Caddo,32023.0,505098.0,253168.0,6331.0,19.77016519376698,13560.0,1137.0,8.38495575221239
241,Caddo Parish,255868.0,939961.0,572933.0,56249.0,21.983600919223974,117084.0,8195.0,6.999248402856069
242,Calaveras,44814.0,-1332518132.0,508096.0,5631.0,12.565269781764627,18357.0,1758.0,9.576728223565942
243,Calcasieu,205176.0,695724.0,334053.0,34367.0,16.75000974772878,98902.0,7249.0,7.329477664759055
244,Caldwell,151463.0,-1332396219.0,531907.0,26541.0,17.52309144807643,69725.0,5867.0,8.414485478666188
245,Caledonia,30342.0,-1332552827.0,431700.0,3638.0,11.989980884582428,15355.0,959.0,6.2455226310648
246,Calhoun,360770.0,-1330279538.0,1602913.0,64077.0,17.761177481497906,163889.0,15558.0,9.49301051321321
247,Callahan,12668.0,147133.0,87256.0,2190.0,17.287653931165142,4966.0,170.0,3.42327829238824
248,Callaway,43178.0,512676.0,246921.0,5039.0,11.670295057668257,20212.0,1170.0,5.788640411636652
249,Calloway,38000.0,304719.0,149103.0,8610.0,22.657894736842106,18008.0,1244.0,6.908040870724123
250,Calumet,25445.0,511822.0,224791.0,1638.0,6.437414030261348,13764.0,395.0,2.869805289160128
251,Calvert,92855.0,1331154.0,572710.0,5489.0,5.911367185396586,50162.0,3945.0,7.8645189585742195
252,Camas,937.0,-1333290624.0,241023.0,182.0,19.423692636072573,480.0,21.0,4.375
253,Cambria,138642.0,-1998044976.0,1018518.0,20681.0,14.916836167972187,63488.0,5205.0,8.198399697580646
254,Camden,631858.0,-663592003.0,1522436.0,83300.0,13.183341826802858,323462.0,28697.0,8.871830385022042
255,Cameron,426182.0,936107.0,488075.0,137619.0,32.291133834840515,168781.0,15705.0,9.304957311545731
